-66,-12,4080     
-66,-12,4080     
-69,-13,4083     
-69,-13,4083     
-69,-13,4083     
-69,-13,4083     
-80,-12,4080     
-80,-12,4080     
-80,-12,4080     
-80,-12,4080     
-74,-12,4074     
-74,-12,4074     
-74,-12,4074     
-74,-12,4074     
-74,-12,4074     
-74,-12,4074     
-74,-12,4074     
-74,-12,4074     
-72,-12,4082     
-72,-12,4082     
-72,-12,4082     
-72,-12,4082     
-69,-13,4072     
-69,-13,4072     
-69,-13,4072     
-69,-13,4072     
-69,-13,4072     
-69,-13,4072     
-68,-13,4062     
-68,-13,4062     
-68,-13,4062     
-68,-13,4062     
-61,-12,4082     
-61,-12,4082     
-61,-12,4082     
-61,-12,4082     
-61,-12,4082     
-61,-12,4082     
-61,-12,4082     
-61,-12,4082     
-77,-14,4084     
-77,-14,4084     
-77,-14,4084     
-77,-14,4084     
-65,-12,4082     
-65,-12,4082     
-65,-12,4082     
-65,-12,4082     
-65,-12,4082     
-65,-12,4082     
-68,-12,4070     
-68,-12,4070     
-68,-12,4070     
-68,-12,4070     
-68,-12,4070     
-56,-13,4059     
-56,-13,4059     
-56,-13,4059     
-56,-13,4059     
-56,-13,4059     
-56,-13,4059     
-58,-13,4095     
-58,-13,4095     
-58,-13,4095     
-58,-13,4095     
-58,-13,4095     
-80,-13,4088     
-80,-13,4088     
-80,-13,4088     
-80,-13,4088     
-80,-13,4088     
-80,-13,4088     
-79,-12,4092     
-79,-12,4092     
-79,-12,4092     
-79,-12,4092     
-79,-12,4092     
-73,-12,4104     
-73,-12,4104     
-73,-12,4104     
-73,-12,4104     
-73,-12,4104     
-60,-14,4078     
-60,-14,4078     
-60,-14,4078     
-60,-14,4078     
-60,-14,4078     
-60,-14,4078     
-72,-12,4086     
-72,-12,4086     
-72,-12,4086     
-72,-12,4086     
-72,-12,4086     
-72,-12,4086     
-65,-12,4084     
-65,-12,4084     
-65,-12,4084     
-65,-12,4084     
-65,-12,4084     
-65,-12,4076     
-70,-12,4076     
-70,-12,4076     
-70,-12,4076     
-70,-12,4076     
-68,-13,4078     
-68,-13,4078     
-68,-13,4078     
-68,-13,4078     
-68,-13,4078     
-68,-13,4078     
-68,-13,4058     
-68,-13,4058     
-68,-13,4058     
-68,-13,4058     
-68,-13,4058     
-72,-14,4074     
-72,-14,4074     
-72,-14,4074     
-72,-14,4074     
-72,-14,4074     
-72,-14,4074     
-72,-14,4074     
-56,-13,4082     
-56,-13,4082     
-56,-13,4082     
-56,-13,4082     
-71,-13,4091     
-71,-13,4091     
-71,-13,4091     
-71,-13,4091     
-71,-13,4091     
-71,-13,4091     
-80,-13,4092     
-80,-13,4092     
-80,-13,4092     
-80,-13,4092     
-67,-13,4070     
-67,-13,4070     
-67,-13,4070     
-67,-13,4070     
-67,-13,4070     
-67,-13,4070     
-67,-13,4070     
-67,-13,4070     
-76,-11,4066     
-76,-11,4066     
-76,-11,4066     
-76,-11,4066     
-69,-12,4080     
-69,-12,4080     
-69,-12,4080     
-69,-12,4080     
-69,-12,4080     
-69,-12,4080     
-69,-12,4076     
-69,-12,4076     
-69,-12,4076     
-69,-12,4076     
-65,-13,4060     
-65,-13,4060     
-65,-13,4060     
-65,-13,4060     
-65,-13,4060     
-65,-13,4060     
-65,-13,4060     
-65,-13,4060     
-64,-13,4049     
-64,-13,4049     
-64,-13,4049     
-64,-13,4049     
-71,-14,4089     
-71,-14,4089     
-71,-14,4089     
-71,-14,4089     
-71,-14,4089     
-71,-14,4089     
-66,-14,4070     
-66,-14,4070     
-66,-14,4070     
-66,-14,4070     
-72,-14,4049     
-72,-14,4049     
-72,-14,4049     
-72,-14,4049     
-72,-14,4049     
-72,-14,4049     
-72,-14,4049     
-71,-13,4076     
-71,-13,4076     
-71,-13,4076     
-71,-13,4076     
-71,-13,4076     
-79,-12,4070     
-79,-12,4070     
-79,-12,4070     
-79,-12,4070     
-79,-12,4070     
-79,-12,4070     
-56,-13,4072     
-56,-13,4072     
-56,-13,4072     
-56,-13,4072     
-70,-13,4076     
-70,-13,4076     
-70,-13,4076     
-70,-13,4076     
-70,-13,4076     
-70,-13,4076     
-70,-13,4076     
-73,-13,4074     
-73,-13,4074     
-73,-13,4074     
-73,-13,4074     
-73,-13,4074     
-55,-12,4082     
-55,-12,4082     
-55,-12,4082     
-55,-12,4082     
-55,-12,4082     
-55,-12,4082     
-67,-12,4093     
-67,-12,4093     
-67,-12,4093     
-67,-12,4093     
-67,-14,4047     
-68,-14,4047     
-68,-14,4047     
-68,-14,4047     
-68,-14,4047     
-68,-14,4047     
-59,-12,4092     
-59,-12,4092     
-59,-12,4092     
-59,-12,4092     
-63,-13,4095     
-63,-13,4095     
-63,-13,4095     
-63,-13,4095     
-63,-13,4095     
-63,-13,4095     
-71,-13,4095     
-71,-13,4095     
-71,-13,4095     
-71,-13,4095     
-71,-13,4095     
-81,-14,4068     
-81,-14,4068     
-81,-14,4068     
-81,-14,4068     
-81,-14,4068     
-81,-14,4068     
-63,-13,4069     
-63,-13,4069     
-63,-13,4069     
-63,-13,4069     
-63,-13,4069     
-74,-12,4080     
-74,-12,4080     
-74,-12,4080     
-74,-12,4080     
-74,-12,4080     
-74,-12,4080     
-57,-13,4088     
-57,-13,4088     
-57,-13,4088     
-57,-13,4088     
-72,-12,4074     
-72,-12,4074     
-72,-12,4074     
-72,-12,4074     
-72,-12,4074     
-72,-12,4074     
-72,-12,4074     
-75,-13,4106     
-75,-13,4106     
-75,-13,4106     
-75,-13,4106     
-75,-13,4106     
-74,-12,4090     
-74,-12,4090     
-74,-12,4090     
-74,-12,4090     
-74,-12,4090     
-74,-12,4090     
-73,-13,4084     
-73,-13,4084     
-73,-13,4084     
-73,-13,4084     
-60,-14,4100     
-60,-14,4100     
-60,-14,4100     
-60,-14,4100     
-60,-14,4100     
-60,-14,4100     
-60,-14,4100     
-67,-13,4078     
-67,-13,4078     
-67,-13,4078     
-67,-13,4078     
-67,-14,4089     
-67,-14,4089     
-67,-14,4089     
-67,-14,4089     
-67,-14,4089     
-67,-14,4089     
-67,-14,4089     
-78,-13,4095     
-78,-13,4095     
-78,-13,4095     
-78,-13,4095     
-75,-13,4082     
-75,-13,4082     
-75,-13,4082     
-75,-13,4082     
-75,-13,4082     
-75,-13,4082     
-75,-13,4082     
-66,-12,4076     
-66,-12,4076     
-66,-12,4076     
-66,-12,4076     
-66,-14,4089     
-70,-14,4089     
-70,-14,4089     
-56,-13,4074     
-56,-13,4074     
-56,-13,4074     
-56,-13,4074     
-67,-12,4066     
-67,-12,4066     
-67,-12,4066     
-67,-12,4066     
-71,-12,4084     
-71,-12,4084     
-71,-12,4084     
-71,-12,4084     
-71,-12,4084     
-71,-12,4084     
-66,-15,4062     
-66,-15,4062     
-66,-15,4062     
-66,-15,4062     
-66,-15,4062     
-66,-15,4062     
-61,-14,4080     
-61,-14,4080     
-61,-14,4080     
-61,-14,4080     
-61,-14,4080     
-61,-14,4080     
-69,-13,4080     
-69,-13,4080     
-69,-13,4080     
-69,-13,4080     
-77,-12,4070     
-77,-12,4070     
-77,-12,4070     
-77,-12,4070     
-77,-12,4070     
-77,-12,4070     
-65,-13,4063     
-65,-13,4063     
-65,-13,4063     
-65,-13,4063     
-65,-13,4063     
-65,-13,4063     
-67,-13,4077     
-67,-13,4077     
-67,-13,4077     
-67,-13,4077     
-67,-13,4077     
-69,-13,4093     
-69,-13,4093     
-69,-13,4093     
-69,-13,4093     
-69,-13,4093     
-62,-14,4074     
-62,-14,4074     
-62,-14,4074     
-62,-14,4074     
-62,-14,4074     
-62,-14,4074     
-78,-13,4108     
-78,-13,4108     
-78,-13,4108     
-78,-13,4108     
-78,-13,4108     
-78,-13,4108     
-70,-11,4100     
-70,-11,4100     
-70,-11,4100     
-70,-11,4100     
-75,-13,4097     
-75,-13,4097     
-75,-13,4097     
-75,-13,4097     
-75,-13,4097     
-75,-13,4097     
-55,-13,4089     
-55,-13,4089     
-55,-13,4089     
-55,-13,4089     
-55,-13,4089     
-55,-13,4089     
-69,-13,4096     
-69,-13,4096     
-69,-13,4096     
-69,-13,4096     
-69,-13,4096     
-69,-13,4096     
-65,-13,4064     
-65,-13,4064     
-65,-13,4064     
-65,-13,4064     
-59,-13,4085     
-59,-13,4085     
-59,-13,4085     
-59,-13,4085     
-59,-13,4085     
-59,-13,4085     
-65,-13,4076     
-65,-13,4076     
-65,-13,4076     
-65,-13,4076     
-65,-13,4076     
-67,-13,4085     
-67,-13,4085     
-67,-13,4085     
-67,-13,4085     
-67,-13,4085     
-67,-13,4085     
-67,-13,4085     
-64,-14,4076     
-64,-14,4076     
-64,-14,4076     
-64,-14,4076     
-65,-13,4088     
-65,-13,4088     
-65,-13,4088     
-65,-13,4088     
-65,-13,4088     
-65,-13,4088     
-76,-13,4075     
-76,-13,4075     
-76,-13,4075     
-76,-13,4075     
-76,-13,4075     
-68,-13,4049     
-68,-13,4049     
-68,-13,4049     
-68,-13,4049     
-68,-13,4049     
-68,-13,4049     
-68,-13,4049     
-77,-12,4103     
-77,-12,4103     
-77,-12,4103     
-77,-12,4103     
-69,-13,4101     
-69,-13,4101     
-69,-13,4101     
-56,-13,4090     
-78,-14,4084     
-78,-14,4084     
-78,-14,4084     
-78,-14,4084     
-78,-14,4084     
-78,-14,4084     
-69,-11,4078     
-69,-11,4078     
-69,-11,4078     
-69,-11,4078     
